feature,source_dataset,n_present,n_imputed,imputation
pd_speech_tqwt_medianValue_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_minValue_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_skewnessValue_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_stdValue_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
replicated_DFA,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta0,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta1,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta10,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta11,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta12,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta2,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta3,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta4,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta5,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta6,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta7,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta8,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Delta9,Naranjo2016 (Replicated),240,756,train-fold median
replicated_GNE,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Gender,Naranjo2016 (Replicated),240,756,train-fold median
replicated_HNR05,Naranjo2016 (Replicated),240,756,train-fold median
replicated_HNR15,Naranjo2016 (Replicated),240,756,train-fold median
replicated_HNR25,Naranjo2016 (Replicated),240,756,train-fold median
replicated_HNR35,Naranjo2016 (Replicated),240,756,train-fold median
replicated_HNR38,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Jitter_PPQ,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Jitter_RAP,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Jitter_abs,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Jitter_rel,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC0,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC1,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC10,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC11,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC12,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC2,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC3,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC4,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC5,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC6,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC7,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC8,Naranjo2016 (Replicated),240,756,train-fold median
replicated_MFCC9,Naranjo2016 (Replicated),240,756,train-fold median
replicated_PPE,Naranjo2016 (Replicated),240,756,train-fold median
replicated_RPDE,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Shi_APQ11,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Shim_APQ3,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Shim_APQ5,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Shim_dB,Naranjo2016 (Replicated),240,756,train-fold median
replicated_Shim_loc,Naranjo2016 (Replicated),240,756,train-fold median
